,timestamp,week,date,year,month,day,a_day,time,hour,minute,customer_no,customer_ID,location,next_loc
21,2019-09-02 07:07:00,36,2019-09-02,2019,9,2,Mon,07:07:00,7,7,12,12_Mon,drinks,checkout
22,2019-09-02 07:07:00,36,2019-09-02,2019,9,2,Mon,07:07:00,7,7,15,15_Mon,spices,fruit
23,2019-09-02 07:07:00,36,2019-09-02,2019,9,2,Mon,07:07:00,7,7,16,16_Mon,dairy,spices
24,2019-09-02 07:08:00,36,2019-09-02,2019,9,2,Mon,07:08:00,7,8,4,4_Mon,checkout,checkout
25,2019-09-02 07:08:00,36,2019-09-02,2019,9,2,Mon,07:08:00,7,8,10,10_Mon,checkout,checkout
26,2019-09-02 07:08:00,36,2019-09-02,2019,9,2,Mon,07:08:00,7,8,11,11_Mon,checkout,checkout
27,2019-09-02 07:08:00,36,2019-09-02,2019,9,2,Mon,07:08:00,7,8,15,15_Mon,fruit,checkout
28,2019-09-02 07:09:00,36,2019-09-02,2019,9,2,Mon,07:09:00,7,9,7,7_Mon,spices,fruit
29,2019-09-02 07:09:00,36,2019-09-02,2019,9,2,Mon,07:09:00,7,9,14,14_Mon,checkout,checkout
30,2019-09-02 07:09:00,36,2019-09-02,2019,9,2,Mon,07:09:00,7,9,16,16_Mon,spices,checkout
31,2019-09-02 07:10:00,36,2019-09-02,2019,9,2,Mon,07:10:00,7,10,12,12_Mon,checkout,checkout
32,2019-09-02 07:11:00,36,2019-09-02,2019,9,2,Mon,07:11:00,7,11,17,17_Mon,fruit,checkout
33,2019-09-02 07:11:00,36,2019-09-02,2019,9,2,Mon,07:11:00,7,11,7,7_Mon,fruit,checkout
34,2019-09-02 07:11:00,36,2019-09-02,2019,9,2,Mon,07:11:00,7,11,16,16_Mon,checkout,checkout
35,2019-09-02 07:12:00,36,2019-09-02,2019,9,2,Mon,07:12:00,7,12,9,9_Mon,fruit,checkout
36,2019-09-02 07:12:00,36,2019-09-02,2019,9,2,Mon,07:12:00,7,12,15,15_Mon,checkout,checkout
37,2019-09-02 07:12:00,36,2019-09-02,2019,9,2,Mon,07:12:00,7,12,18,18_Mon,fruit,dairy
38,2019-09-02 07:12:00,36,2019-09-02,2019,9,2,Mon,07:12:00,7,12,19,19_Mon,spices,drinks
39,2019-09-02 07:12:00,36,2019-09-02,2019,9,2,Mon,07:12:00,7,12,20,20_Mon,drinks,checkout
40,2019-09-02 07:13:00,36,2019-09-02,2019,9,2,Mon,07:13:00,7,13,7,7_Mon,checkout,checkout
41,2019-09-02 07:13:00,36,2019-09-02,2019,9,2,Mon,07:13:00,7,13,9,9_Mon,checkout,checkout
42,2019-09-02 07:13:00,36,2019-09-02,2019,9,2,Mon,07:13:00,7,13,13,13_Mon,spices,dairy
43,2019-09-02 07:13:00,36,2019-09-02,2019,9,2,Mon,07:13:00,7,13,19,19_Mon,drinks,checkout
44,2019-09-02 07:13:00,36,2019-09-02,2019,9,2,Mon,07:13:00,7,13,21,21_Mon,drinks,spices
45,2019-09-02 07:13:00,36,2019-09-02,2019,9,2,Mon,07:13:00,7,13,22,22_Mon,fruit,dairy
46,2019-09-02 07:14:00,36,2019-09-02,2019,9,2,Mon,07:14:00,7,14,24,24_Mon,drinks,checkout
47,2019-09-02 07:14:00,36,2019-09-02,2019,9,2,Mon,07:14:00,7,14,23,23_Mon,fruit,checkout
48,2019-09-02 07:14:00,36,2019-09-02,2019,9,2,Mon,07:14:00,7,14,18,18_Mon,dairy,checkout
49,2019-09-02 07:14:00,36,2019-09-02,2019,9,2,Mon,07:14:00,7,14,13,13_Mon,dairy,fruit
50,2019-09-02 07:14:00,36,2019-09-02,2019,9,2,Mon,07:14:00,7,14,20,20_Mon,checkout,checkout
51,2019-09-02 07:15:00,36,2019-09-02,2019,9,2,Mon,07:15:00,7,15,13,13_Mon,fruit,checkout
52,2019-09-02 07:15:00,36,2019-09-02,2019,9,2,Mon,07:15:00,7,15,21,21_Mon,spices,checkout
53,2019-09-02 07:15:00,36,2019-09-02,2019,9,2,Mon,07:15:00,7,15,22,22_Mon,dairy,checkout
54,2019-09-02 07:15:00,36,2019-09-02,2019,9,2,Mon,07:15:00,7,15,23,23_Mon,checkout,checkout
55,2019-09-02 07:16:00,36,2019-09-02,2019,9,2,Mon,07:16:00,7,16,29,29_Mon,drinks,checkout
56,2019-09-02 07:16:00,36,2019-09-02,2019,9,2,Mon,07:16:00,7,16,27,27_Mon,spices,dairy
57,2019-09-02 07:16:00,36,2019-09-02,2019,9,2,Mon,07:16:00,7,16,28,28_Mon,drinks,checkout
58,2019-09-02 07:16:00,36,2019-09-02,2019,9,2,Mon,07:16:00,7,16,25,25_Mon,spices,dairy
59,2019-09-02 07:16:00,36,2019-09-02,2019,9,2,Mon,07:16:00,7,16,21,21_Mon,checkout,checkout
60,2019-09-02 07:16:00,36,2019-09-02,2019,9,2,Mon,07:16:00,7,16,13,13_Mon,checkout,checkout
61,2019-09-02 07:16:00,36,2019-09-02,2019,9,2,Mon,07:16:00,7,16,26,26_Mon,fruit,dairy
62,2019-09-02 07:17:00,36,2019-09-02,2019,9,2,Mon,07:17:00,7,17,34,34_Mon,spices,drinks
63,2019-09-02 07:17:00,36,2019-09-02,2019,9,2,Mon,07:17:00,7,17,18,18_Mon,checkout,checkout
64,2019-09-02 07:17:00,36,2019-09-02,2019,9,2,Mon,07:17:00,7,17,22,22_Mon,checkout,checkout
65,2019-09-02 07:17:00,36,2019-09-02,2019,9,2,Mon,07:17:00,7,17,25,25_Mon,dairy,spices
66,2019-09-02 07:17:00,36,2019-09-02,2019,9,2,Mon,07:17:00,7,17,30,30_Mon,spices,drinks
67,2019-09-02 07:17:00,36,2019-09-02,2019,9,2,Mon,07:17:00,7,17,31,31_Mon,spices,checkout
68,2019-09-02 07:17:00,36,2019-09-02,2019,9,2,Mon,07:17:00,7,17,32,32_Mon,drinks,checkout
69,2019-09-02 07:17:00,36,2019-09-02,2019,9,2,Mon,07:17:00,7,17,33,33_Mon,fruit,dairy
70,2019-09-02 07:17:00,36,2019-09-02,2019,9,2,Mon,07:17:00,7,17,6,6_Mon,spices,drinks
71,2019-09-02 07:18:00,36,2019-09-02,2019,9,2,Mon,07:18:00,7,18,34,34_Mon,drinks,spices
72,2019-09-02 07:18:00,36,2019-09-02,2019,9,2,Mon,07:18:00,7,18,35,35_Mon,dairy,drinks
73,2019-09-02 07:18:00,36,2019-09-02,2019,9,2,Mon,07:18:00,7,18,31,31_Mon,checkout,checkout
74,2019-09-02 07:18:00,36,2019-09-02,2019,9,2,Mon,07:18:00,7,18,6,6_Mon,drinks,spices
75,2019-09-02 07:18:00,36,2019-09-02,2019,9,2,Mon,07:18:00,7,18,29,29_Mon,checkout,checkout
76,2019-09-02 07:18:00,36,2019-09-02,2019,9,2,Mon,07:18:00,7,18,30,30_Mon,drinks,fruit
77,2019-09-02 07:18:00,36,2019-09-02,2019,9,2,Mon,07:18:00,7,18,25,25_Mon,spices,drinks
78,2019-09-02 07:19:00,36,2019-09-02,2019,9,2,Mon,07:19:00,7,19,25,25_Mon,drinks,checkout
79,2019-09-02 07:19:00,36,2019-09-02,2019,9,2,Mon,07:19:00,7,19,27,27_Mon,dairy,checkout
80,2019-09-02 07:19:00,36,2019-09-02,2019,9,2,Mon,07:19:00,7,19,28,28_Mon,checkout,checkout
81,2019-09-02 07:19:00,36,2019-09-02,2019,9,2,Mon,07:19:00,7,19,30,30_Mon,fruit,dairy
82,2019-09-02 07:19:00,36,2019-09-02,2019,9,2,Mon,07:19:00,7,19,35,35_Mon,drinks,checkout
83,2019-09-02 07:20:00,36,2019-09-02,2019,9,2,Mon,07:20:00,7,20,36,36_Mon,dairy,checkout
84,2019-09-02 07:20:00,36,2019-09-02,2019,9,2,Mon,07:20:00,7,20,30,30_Mon,dairy,fruit
85,2019-09-02 07:20:00,36,2019-09-02,2019,9,2,Mon,07:20:00,7,20,33,33_Mon,dairy,spices
86,2019-09-02 07:20:00,36,2019-09-02,2019,9,2,Mon,07:20:00,7,20,24,24_Mon,checkout,checkout
87,2019-09-02 07:20:00,36,2019-09-02,2019,9,2,Mon,07:20:00,7,20,19,19_Mon,checkout,checkout
88,2019-09-02 07:20:00,36,2019-09-02,2019,9,2,Mon,07:20:00,7,20,26,26_Mon,dairy,checkout
89,2019-09-02 07:20:00,36,2019-09-02,2019,9,2,Mon,07:20:00,7,20,32,32_Mon,checkout,checkout
90,2019-09-02 07:21:00,36,2019-09-02,2019,9,2,Mon,07:21:00,7,21,30,30_Mon,fruit,checkout
91,2019-09-02 07:21:00,36,2019-09-02,2019,9,2,Mon,07:21:00,7,21,36,36_Mon,checkout,checkout
92,2019-09-02 07:22:00,36,2019-09-02,2019,9,2,Mon,07:22:00,7,22,38,38_Mon,fruit,dairy
93,2019-09-02 07:22:00,36,2019-09-02,2019,9,2,Mon,07:22:00,7,22,17,17_Mon,checkout,checkout
94,2019-09-02 07:22:00,36,2019-09-02,2019,9,2,Mon,07:22:00,7,22,25,25_Mon,checkout,checkout
95,2019-09-02 07:22:00,36,2019-09-02,2019,9,2,Mon,07:22:00,7,22,33,33_Mon,spices,dairy
96,2019-09-02 07:22:00,36,2019-09-02,2019,9,2,Mon,07:22:00,7,22,35,35_Mon,checkout,checkout
97,2019-09-02 07:22:00,36,2019-09-02,2019,9,2,Mon,07:22:00,7,22,37,37_Mon,fruit,checkout
98,2019-09-02 07:23:00,36,2019-09-02,2019,9,2,Mon,07:23:00,7,23,33,33_Mon,dairy,drinks
99,2019-09-02 07:23:00,36,2019-09-02,2019,9,2,Mon,07:23:00,7,23,30,30_Mon,checkout,checkout
100,2019-09-02 07:24:00,36,2019-09-02,2019,9,2,Mon,07:24:00,7,24,26,26_Mon,checkout,checkout
101,2019-09-02 07:24:00,36,2019-09-02,2019,9,2,Mon,07:24:00,7,24,33,33_Mon,drinks,spices
102,2019-09-02 07:25:00,36,2019-09-02,2019,9,2,Mon,07:25:00,7,25,6,6_Mon,spices,dairy
103,2019-09-02 07:25:00,36,2019-09-02,2019,9,2,Mon,07:25:00,7,25,34,34_Mon,spices,fruit
104,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,46,46_Mon,fruit,checkout
105,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,45,45_Mon,spices,dairy
106,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,44,44_Mon,fruit,checkout
107,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,43,43_Mon,fruit,dairy
108,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,42,42_Mon,dairy,spices
109,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,41,41_Mon,drinks,dairy
110,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,39,39_Mon,dairy,checkout
111,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,38,38_Mon,dairy,checkout
112,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,37,37_Mon,checkout,checkout
113,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,34,34_Mon,fruit,checkout
114,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,33,33_Mon,spices,drinks
115,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,6,6_Mon,dairy,spices
116,2019-09-02 07:26:00,36,2019-09-02,2019,9,2,Mon,07:26:00,7,26,40,40_Mon,dairy,spices
117,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,46,46_Mon,checkout,checkout
118,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,49,49_Mon,spices,checkout
119,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,48,48_Mon,drinks,checkout
120,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,47,47_Mon,drinks,fruit
121,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,45,45_Mon,dairy,fruit
122,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,39,39_Mon,checkout,checkout
123,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,41,41_Mon,dairy,spices
124,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,6,6_Mon,spices,checkout
125,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,34,34_Mon,checkout,checkout
126,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,33,33_Mon,drinks,checkout
127,2019-09-02 07:27:00,36,2019-09-02,2019,9,2,Mon,07:27:00,7,27,44,44_Mon,checkout,checkout
128,2019-09-02 07:28:00,36,2019-09-02,2019,9,2,Mon,07:28:00,7,28,50,50_Mon,fruit,drinks
129,2019-09-02 07:28:00,36,2019-09-02,2019,9,2,Mon,07:28:00,7,28,49,49_Mon,checkout,checkout
130,2019-09-02 07:28:00,36,2019-09-02,2019,9,2,Mon,07:28:00,7,28,51,51_Mon,fruit,dairy
131,2019-09-02 07:28:00,36,2019-09-02,2019,9,2,Mon,07:28:00,7,28,47,47_Mon,fruit,dairy
132,2019-09-02 07:28:00,36,2019-09-02,2019,9,2,Mon,07:28:00,7,28,43,43_Mon,dairy,fruit
133,2019-09-02 07:28:00,36,2019-09-02,2019,9,2,Mon,07:28:00,7,28,41,41_Mon,spices,drinks
134,2019-09-02 07:28:00,36,2019-09-02,2019,9,2,Mon,07:28:00,7,28,48,48_Mon,checkout,checkout
135,2019-09-02 07:29:00,36,2019-09-02,2019,9,2,Mon,07:29:00,7,29,6,6_Mon,checkout,checkout
136,2019-09-02 07:29:00,36,2019-09-02,2019,9,2,Mon,07:29:00,7,29,38,38_Mon,checkout,checkout
137,2019-09-02 07:29:00,36,2019-09-02,2019,9,2,Mon,07:29:00,7,29,40,40_Mon,spices,checkout
138,2019-09-02 07:29:00,36,2019-09-02,2019,9,2,Mon,07:29:00,7,29,50,50_Mon,drinks,spices
139,2019-09-02 07:29:00,36,2019-09-02,2019,9,2,Mon,07:29:00,7,29,52,52_Mon,drinks,spices
140,2019-09-02 07:29:00,36,2019-09-02,2019,9,2,Mon,07:29:00,7,29,53,53_Mon,fruit,checkout
141,2019-09-02 07:30:00,36,2019-09-02,2019,9,2,Mon,07:30:00,7,30,57,57_Mon,fruit,checkout
142,2019-09-02 07:30:00,36,2019-09-02,2019,9,2,Mon,07:30:00,7,30,59,59_Mon,dairy,drinks
143,2019-09-02 07:30:00,36,2019-09-02,2019,9,2,Mon,07:30:00,7,30,58,58_Mon,drinks,checkout
144,2019-09-02 07:30:00,36,2019-09-02,2019,9,2,Mon,07:30:00,7,30,56,56_Mon,fruit,dairy
145,2019-09-02 07:30:00,36,2019-09-02,2019,9,2,Mon,07:30:00,7,30,54,54_Mon,spices,dairy
146,2019-09-02 07:30:00,36,2019-09-02,2019,9,2,Mon,07:30:00,7,30,45,45_Mon,fruit,drinks
147,2019-09-02 07:30:00,36,2019-09-02,2019,9,2,Mon,07:30:00,7,30,42,42_Mon,spices,fruit
148,2019-09-02 07:30:00,36,2019-09-02,2019,9,2,Mon,07:30:00,7,30,41,41_Mon,drinks,checkout
149,2019-09-02 07:30:00,36,2019-09-02,2019,9,2,Mon,07:30:00,7,30,40,40_Mon,checkout,checkout
150,2019-09-02 07:30:00,36,2019-09-02,2019,9,2,Mon,07:30:00,7,30,55,55_Mon,spices,dairy
151,2019-09-02 07:31:00,36,2019-09-02,2019,9,2,Mon,07:31:00,7,31,54,54_Mon,dairy,checkout
152,2019-09-02 07:31:00,36,2019-09-02,2019,9,2,Mon,07:31:00,7,31,45,45_Mon,drinks,fruit
153,2019-09-02 07:31:00,36,2019-09-02,2019,9,2,Mon,07:31:00,7,31,50,50_Mon,spices,checkout
154,2019-09-02 07:31:00,36,2019-09-02,2019,9,2,Mon,07:31:00,7,31,51,51_Mon,dairy,checkout
155,2019-09-02 07:31:00,36,2019-09-02,2019,9,2,Mon,07:31:00,7,31,52,52_Mon,spices,fruit
156,2019-09-02 07:31:00,36,2019-09-02,2019,9,2,Mon,07:31:00,7,31,57,57_Mon,checkout,checkout
157,2019-09-02 07:32:00,36,2019-09-02,2019,9,2,Mon,07:32:00,7,32,58,58_Mon,checkout,checkout
158,2019-09-02 07:32:00,36,2019-09-02,2019,9,2,Mon,07:32:00,7,32,55,55_Mon,dairy,checkout
159,2019-09-02 07:32:00,36,2019-09-02,2019,9,2,Mon,07:32:00,7,32,42,42_Mon,fruit,dairy
160,2019-09-02 07:32:00,36,2019-09-02,2019,9,2,Mon,07:32:00,7,32,50,50_Mon,checkout,checkout
161,2019-09-02 07:32:00,36,2019-09-02,2019,9,2,Mon,07:32:00,7,32,47,47_Mon,dairy,checkout
162,2019-09-02 07:32:00,36,2019-09-02,2019,9,2,Mon,07:32:00,7,32,53,53_Mon,checkout,checkout
163,2019-09-02 07:33:00,36,2019-09-02,2019,9,2,Mon,07:33:00,7,33,60,60_Mon,fruit,drinks
164,2019-09-02 07:33:00,36,2019-09-02,2019,9,2,Mon,07:33:00,7,33,56,56_Mon,dairy,spices
165,2019-09-02 07:33:00,36,2019-09-02,2019,9,2,Mon,07:33:00,7,33,61,61_Mon,spices,drinks
166,2019-09-02 07:33:00,36,2019-09-02,2019,9,2,Mon,07:33:00,7,33,52,52_Mon,fruit,drinks
167,2019-09-02 07:33:00,36,2019-09-02,2019,9,2,Mon,07:33:00,7,33,62,62_Mon,spices,drinks
168,2019-09-02 07:33:00,36,2019-09-02,2019,9,2,Mon,07:33:00,7,33,42,42_Mon,dairy,checkout
169,2019-09-02 07:33:00,36,2019-09-02,2019,9,2,Mon,07:33:00,7,33,41,41_Mon,checkout,checkout
170,2019-09-02 07:33:00,36,2019-09-02,2019,9,2,Mon,07:33:00,7,33,33,33_Mon,checkout,checkout
171,2019-09-02 07:33:00,36,2019-09-02,2019,9,2,Mon,07:33:00,7,33,27,27_Mon,checkout,checkout
172,2019-09-02 07:33:00,36,2019-09-02,2019,9,2,Mon,07:33:00,7,33,51,51_Mon,checkout,checkout
173,2019-09-02 07:34:00,36,2019-09-02,2019,9,2,Mon,07:34:00,7,34,45,45_Mon,fruit,dairy
174,2019-09-02 07:34:00,36,2019-09-02,2019,9,2,Mon,07:34:00,7,34,56,56_Mon,spices,drinks
175,2019-09-02 07:34:00,36,2019-09-02,2019,9,2,Mon,07:34:00,7,34,61,61_Mon,drinks,checkout
176,2019-09-02 07:35:00,36,2019-09-02,2019,9,2,Mon,07:35:00,7,35,55,55_Mon,checkout,checkout
177,2019-09-02 07:35:00,36,2019-09-02,2019,9,2,Mon,07:35:00,7,35,56,56_Mon,drinks,checkout
178,2019-09-02 07:35:00,36,2019-09-02,2019,9,2,Mon,07:35:00,7,35,59,59_Mon,drinks,fruit
179,2019-09-02 07:35:00,36,2019-09-02,2019,9,2,Mon,07:35:00,7,35,60,60_Mon,drinks,checkout
180,2019-09-02 07:35:00,36,2019-09-02,2019,9,2,Mon,07:35:00,7,35,62,62_Mon,drinks,checkout
181,2019-09-02 07:36:00,36,2019-09-02,2019,9,2,Mon,07:36:00,7,36,60,60_Mon,checkout,checkout
182,2019-09-02 07:36:00,36,2019-09-02,2019,9,2,Mon,07:36:00,7,36,47,47_Mon,checkout,checkout
183,2019-09-02 07:36:00,36,2019-09-02,2019,9,2,Mon,07:36:00,7,36,45,45_Mon,dairy,checkout
184,2019-09-02 07:36:00,36,2019-09-02,2019,9,2,Mon,07:36:00,7,36,52,52_Mon,drinks,fruit
185,2019-09-02 07:37:00,36,2019-09-02,2019,9,2,Mon,07:37:00,7,37,52,52_Mon,fruit,checkout
186,2019-09-02 07:37:00,36,2019-09-02,2019,9,2,Mon,07:37:00,7,37,54,54_Mon,checkout,checkout
187,2019-09-02 07:38:00,36,2019-09-02,2019,9,2,Mon,07:38:00,7,38,59,59_Mon,fruit,checkout
188,2019-09-02 07:38:00,36,2019-09-02,2019,9,2,Mon,07:38:00,7,38,62,62_Mon,checkout,checkout
189,2019-09-02 07:39:00,36,2019-09-02,2019,9,2,Mon,07:39:00,7,39,43,43_Mon,fruit,dairy
190,2019-09-02 07:39:00,36,2019-09-02,2019,9,2,Mon,07:39:00,7,39,52,52_Mon,checkout,checkout
191,2019-09-02 07:39:00,36,2019-09-02,2019,9,2,Mon,07:39:00,7,39,59,59_Mon,checkout,checkout
192,2019-09-02 07:39:00,36,2019-09-02,2019,9,2,Mon,07:39:00,7,39,63,63_Mon,spices,drinks
193,2019-09-02 07:40:00,36,2019-09-02,2019,9,2,Mon,07:40:00,7,40,66,66_Mon,spices,drinks
194,2019-09-02 07:40:00,36,2019-09-02,2019,9,2,Mon,07:40:00,7,40,65,65_Mon,drinks,dairy
195,2019-09-02 07:40:00,36,2019-09-02,2019,9,2,Mon,07:40:00,7,40,63,63_Mon,drinks,fruit
196,2019-09-02 07:40:00,36,2019-09-02,2019,9,2,Mon,07:40:00,7,40,56,56_Mon,checkout,checkout
197,2019-09-02 07:40:00,36,2019-09-02,2019,9,2,Mon,07:40:00,7,40,64,64_Mon,drinks,fruit
198,2019-09-02 07:41:00,36,2019-09-02,2019,9,2,Mon,07:41:00,7,41,43,43_Mon,dairy,checkout
199,2019-09-02 07:41:00,36,2019-09-02,2019,9,2,Mon,07:41:00,7,41,61,61_Mon,checkout,checkout
200,2019-09-02 07:41:00,36,2019-09-02,2019,9,2,Mon,07:41:00,7,41,63,63_Mon,fruit,dairy
201,2019-09-02 07:42:00,36,2019-09-02,2019,9,2,Mon,07:42:00,7,42,64,64_Mon,fruit,drinks
202,2019-09-02 07:42:00,36,2019-09-02,2019,9,2,Mon,07:42:00,7,42,67,67_Mon,dairy,spices
203,2019-09-02 07:42:00,36,2019-09-02,2019,9,2,Mon,07:42:00,7,42,68,68_Mon,spices,drinks
204,2019-09-02 07:42:00,36,2019-09-02,2019,9,2,Mon,07:42:00,7,42,69,69_Mon,fruit,checkout
205,2019-09-02 07:42:00,36,2019-09-02,2019,9,2,Mon,07:42:00,7,42,70,70_Mon,spices,drinks
206,2019-09-02 07:43:00,36,2019-09-02,2019,9,2,Mon,07:43:00,7,43,75,75_Mon,spices,dairy
207,2019-09-02 07:43:00,36,2019-09-02,2019,9,2,Mon,07:43:00,7,43,74,74_Mon,spices,fruit
208,2019-09-02 07:43:00,36,2019-09-02,2019,9,2,Mon,07:43:00,7,43,73,73_Mon,dairy,checkout
209,2019-09-02 07:43:00,36,2019-09-02,2019,9,2,Mon,07:43:00,7,43,72,72_Mon,spices,drinks
210,2019-09-02 07:43:00,36,2019-09-02,2019,9,2,Mon,07:43:00,7,43,64,64_Mon,drinks,checkout
211,2019-09-02 07:43:00,36,2019-09-02,2019,9,2,Mon,07:43:00,7,43,69,69_Mon,checkout,checkout
212,2019-09-02 07:43:00,36,2019-09-02,2019,9,2,Mon,07:43:00,7,43,66,66_Mon,drinks,spices
213,2019-09-02 07:43:00,36,2019-09-02,2019,9,2,Mon,07:43:00,7,43,63,63_Mon,dairy,fruit
214,2019-09-02 07:43:00,36,2019-09-02,2019,9,2,Mon,07:43:00,7,43,43,43_Mon,checkout,checkout
215,2019-09-02 07:43:00,36,2019-09-02,2019,9,2,Mon,07:43:00,7,43,71,71_Mon,dairy,fruit
216,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,79,79_Mon,dairy,drinks
217,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,75,75_Mon,dairy,drinks
218,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,77,77_Mon,fruit,checkout
219,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,73,73_Mon,checkout,checkout
220,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,78,78_Mon,spices,dairy
221,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,70,70_Mon,drinks,checkout
222,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,71,71_Mon,fruit,checkout
223,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,42,42_Mon,checkout,checkout
224,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,76,76_Mon,drinks,dairy
225,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,67,67_Mon,spices,drinks
226,2019-09-02 07:44:00,36,2019-09-02,2019,9,2,Mon,07:44:00,7,44,63,63_Mon,fruit,drinks
227,2019-09-02 07:45:00,36,2019-09-02,2019,9,2,Mon,07:45:00,7,45,66,66_Mon,spices,checkout
228,2019-09-02 07:45:00,36,2019-09-02,2019,9,2,Mon,07:45:00,7,45,78,78_Mon,dairy,checkout
